technical_knowledge,problem_solving,logical_thinking,programming_coding,communication,job_readiness
5.22,7.11,5.99,4.84,6.09,Needs Improvement
7.8,7.48,8.76,8.06,8.77,Highly Job Ready
4.65,3.27,4.95,2.66,4.14,Not Ready
6.51,5.84,5.75,6.33,5.69,Needs Improvement
5.93,4.13,5.57,7.02,3.99,Needs Improvement
5.35,7.27,5.44,6.49,4.4,Needs Improvement
8.43,8.56,9.1,9.22,8.65,Highly Job Ready
6.46,6.42,7.72,7.15,7.28,Job Ready
6.05,7.49,8.67,7.47,6.12,Job Ready
4.4,4.64,3.14,4.44,4.45,Not Ready
8.34,8.18,7.19,8.04,8.04,Job Ready
5.3,7.68,8.28,7.61,7.8,Job Ready
6.11,5.5,4.75,6.43,5.81,Needs Improvement
7.93,8.43,9.57,8.86,8.32,Highly Job Ready
6.79,3.37,3.27,4.68,4.74,Not Ready
5.79,5.36,4.09,5.35,3.81,Not Ready
4.54,7.68,5.23,5.26,5.74,Needs Improvement
5.35,5.04,6.13,6.9,5.63,Needs Improvement
7.35,7.83,7.1,6.91,7.16,Job Ready
6.33,5.76,6.19,5.11,6.15,Needs Improvement
6.16,6.16,6.3,7.58,6.55,Needs Improvement
9.36,7.98,9.05,8.87,9.05,Highly Job Ready
4.81,5.26,5.21,6.55,6.73,Needs Improvement
8.3,8.39,8.8,8.39,8.44,Highly Job Ready
4.36,3.26,3.81,4.35,4.31,Not Ready
3.47,3.58,2.52,4.47,4.4,Not Ready
8.08,7.21,7.02,6.14,7.81,Job Ready
7.08,8.29,6.22,6.43,7.91,Job Ready
8.65,8.64,7.68,9.15,8.35,Highly Job Ready
4.66,2.81,4.81,5.35,5.22,Needs Improvement
3.82,5.87,5.82,5.97,7.8,Needs Improvement
8.51,7.94,8.25,8.86,8.72,Highly Job Ready
1.82,4.32,4.35,2.46,2.98,Not Ready
9.17,7.51,6.96,6.78,5.73,Job Ready
5.17,6.4,6.04,5.34,5.18,Needs Improvement
8.96,8.05,9.2,7.73,7.61,Highly Job Ready
9.06,8.66,8.56,8.68,9.27,Highly Job Ready
5.71,6.34,4.63,6.14,6.84,Needs Improvement
4.25,3.92,3.63,5.63,3.08,Not Ready
4.37,1.38,3.75,6.1,3.95,Not Ready
5.89,2.79,4.05,3.76,3.68,Not Ready
9.06,9.34,8.44,8.76,9.56,Highly Job Ready
8.3,8.49,10.0,8.86,9.99,Highly Job Ready
8.29,8.22,8.54,9.45,8.94,Highly Job Ready
9.93,9.21,10.0,8.29,7.65,Highly Job Ready
6.74,5.88,7.14,6.09,6.39,Needs Improvement
10.0,10.0,8.19,9.17,9.37,Highly Job Ready
6.73,6.29,8.52,7.73,7.27,Job Ready
3.49,4.71,2.04,3.21,4.59,Not Ready
4.09,3.85,3.57,2.56,3.63,Not Ready
7.05,7.29,6.74,8.07,6.71,Job Ready
7.3,6.96,6.82,6.83,6.11,Job Ready
4.33,3.04,3.38,3.36,2.42,Not Ready
7.97,8.67,8.39,8.54,8.31,Highly Job Ready
6.87,7.42,8.94,7.02,7.55,Job Ready
8.57,7.72,9.1,8.3,8.94,Highly Job Ready
4.69,4.56,7.44,5.36,5.78,Needs Improvement
9.42,8.4,9.57,8.48,9.22,Highly Job Ready
5.59,6.06,5.33,6.33,5.25,Needs Improvement
7.81,9.61,9.66,9.36,8.35,Highly Job Ready
7.09,8.21,9.27,6.49,6.43,Job Ready
7.96,8.88,9.4,8.28,8.41,Highly Job Ready
7.09,9.05,9.08,9.11,8.46,Highly Job Ready
4.96,6.13,6.6,5.37,5.4,Needs Improvement
7.63,8.65,7.78,9.79,7.81,Highly Job Ready
2.82,6.36,4.94,4.92,3.83,Not Ready
5.21,4.73,6.22,6.94,4.94,Needs Improvement
8.27,8.66,7.96,8.17,9.22,Highly Job Ready
3.49,5.84,3.69,3.52,1.39,Not Ready
3.35,2.22,4.53,3.54,2.11,Not Ready
9.6,9.1,8.03,8.46,10.0,Highly Job Ready
3.82,3.66,3.26,6.11,4.43,Not Ready
9.98,9.53,8.02,8.94,7.58,Highly Job Ready
6.59,5.58,6.82,7.61,7.42,Job Ready
4.59,4.34,3.36,4.97,4.98,Not Ready
5.57,4.01,2.39,2.23,5.7,Not Ready
5.45,4.22,6.65,5.11,7.03,Needs Improvement
7.63,7.34,7.07,7.61,7.04,Job Ready
6.85,7.59,7.06,7.33,7.89,Job Ready
2.68,3.6,3.0,5.53,4.66,Not Ready
8.45,8.89,7.93,8.64,9.26,Highly Job Ready
7.89,8.38,8.55,8.85,9.16,Highly Job Ready
6.3,5.18,5.9,5.53,7.63,Needs Improvement
10.0,7.87,9.64,8.9,8.47,Highly Job Ready
6.81,4.56,5.6,6.77,5.4,Needs Improvement
9.46,9.52,8.51,8.94,8.01,Highly Job Ready
7.49,6.2,7.02,6.86,7.69,Job Ready
8.26,7.32,6.92,8.26,6.46,Job Ready
5.36,7.8,7.02,6.52,7.59,Job Ready
8.77,9.97,9.23,8.53,8.96,Highly Job Ready
8.6,8.15,8.6,9.26,9.06,Highly Job Ready
8.36,8.53,9.68,7.94,7.44,Job Ready
9.15,9.34,9.11,8.6,9.41,Highly Job Ready
6.04,6.65,6.06,7.93,7.16,Needs Improvement
9.55,9.18,9.55,9.81,8.3,Highly Job Ready
2.83,2.55,4.2,4.24,5.28,Not Ready
5.47,6.97,4.99,6.1,5.86,Needs Improvement
7.75,6.71,7.09,7.28,5.95,Job Ready
6.54,3.5,7.01,7.2,5.83,Needs Improvement
9.28,8.87,7.72,9.46,8.74,Highly Job Ready
5.44,5.53,6.38,4.25,7.32,Needs Improvement
5.91,2.88,5.97,6.41,6.22,Needs Improvement
5.24,4.53,4.65,4.53,4.19,Not Ready
9.83,9.07,8.55,8.89,8.13,Highly Job Ready
8.48,8.75,8.14,9.82,9.12,Highly Job Ready
5.34,5.5,7.72,4.15,6.27,Needs Improvement
6.87,5.9,7.63,7.5,8.02,Job Ready
7.07,7.91,8.16,6.81,7.49,Job Ready
8.6,9.41,8.68,9.47,9.08,Highly Job Ready
4.2,4.57,3.01,4.83,5.67,Not Ready
7.4,6.23,7.76,6.5,8.08,Job Ready
6.04,5.97,6.98,7.23,6.56,Job Ready
5.09,6.63,6.92,6.8,5.08,Needs Improvement
7.51,8.13,8.43,9.32,9.64,Highly Job Ready
7.09,7.29,6.91,8.18,7.7,Job Ready
4.96,3.98,4.2,3.86,3.8,Not Ready
5.11,2.74,4.78,4.54,4.31,Not Ready
3.98,3.77,3.04,4.47,4.35,Not Ready
7.71,9.35,8.0,8.66,9.22,Highly Job Ready
3.8,4.93,3.16,4.73,4.58,Not Ready
9.22,8.13,8.91,9.54,8.36,Highly Job Ready
8.08,6.71,6.72,8.53,7.96,Job Ready
9.1,8.61,10.0,9.61,9.65,Highly Job Ready
4.65,4.42,3.03,4.07,3.93,Not Ready
6.89,7.26,8.93,7.06,8.35,Job Ready
8.95,7.8,8.13,7.49,8.69,Highly Job Ready
6.65,6.61,8.14,8.31,8.59,Job Ready
1.07,2.9,3.96,3.58,4.35,Not Ready
3.67,2.84,4.56,4.55,4.48,Not Ready
7.15,7.03,7.47,7.94,7.9,Job Ready
6.0,5.76,6.21,6.02,5.86,Needs Improvement
7.11,8.64,9.14,8.53,8.82,Highly Job Ready
5.75,5.36,5.15,7.27,5.72,Needs Improvement
8.71,9.92,8.4,9.3,9.12,Highly Job Ready
8.74,7.87,8.06,7.97,9.65,Highly Job Ready
6.51,5.17,5.65,5.02,4.61,Needs Improvement
3.91,2.72,3.19,3.88,3.84,Not Ready
8.04,8.56,8.59,8.4,9.4,Highly Job Ready
2.44,4.73,3.02,4.26,4.45,Not Ready
8.35,8.33,8.59,8.73,9.12,Highly Job Ready
6.16,7.18,7.25,7.83,6.77,Job Ready
6.85,6.39,8.16,6.48,6.71,Job Ready
3.81,3.46,2.63,6.16,5.85,Not Ready
5.61,2.65,3.39,4.35,6.71,Not Ready
5.26,6.91,5.51,6.85,6.21,Needs Improvement
8.55,8.35,8.96,9.09,9.08,Highly Job Ready
8.13,9.07,8.42,7.81,10.0,Highly Job Ready
6.17,5.43,4.26,5.91,6.83,Needs Improvement
9.63,9.38,9.64,8.73,8.24,Highly Job Ready
7.24,5.22,6.64,5.78,5.76,Needs Improvement
3.88,4.46,2.68,4.65,4.74,Not Ready
8.5,10.0,8.32,8.72,9.22,Highly Job Ready
7.07,7.96,7.28,8.27,8.42,Job Ready
4.31,3.87,4.43,3.58,4.12,Not Ready
8.45,8.2,8.8,8.51,9.81,Highly Job Ready
8.81,8.57,8.43,9.13,9.31,Highly Job Ready
2.35,5.84,4.56,3.79,5.63,Not Ready
5.99,3.28,5.48,6.42,5.57,Needs Improvement
9.27,8.97,8.35,9.05,8.76,Highly Job Ready
6.39,6.22,5.74,5.38,5.94,Needs Improvement
7.29,6.2,8.61,7.36,7.05,Job Ready
4.22,3.47,4.27,6.37,3.49,Not Ready
7.58,7.04,7.86,7.29,6.99,Job Ready
3.81,4.32,5.14,5.69,4.16,Not Ready
5.72,7.68,7.86,5.79,8.26,Job Ready
9.0,8.15,8.1,7.08,7.06,Job Ready
7.0,5.69,4.95,5.33,5.99,Needs Improvement
2.4,2.0,4.59,3.4,2.62,Not Ready
5.33,5.61,4.59,6.18,4.1,Needs Improvement
8.94,9.6,9.47,8.41,8.82,Highly Job Ready
6.98,6.55,4.89,5.31,5.71,Needs Improvement
4.53,2.19,4.18,3.45,3.24,Not Ready
9.5,8.78,8.06,7.91,8.53,Highly Job Ready
4.98,6.97,6.1,6.15,7.09,Needs Improvement
5.94,4.49,3.59,4.46,2.18,Not Ready
3.85,2.32,2.24,2.16,1.77,Not Ready
8.23,7.94,6.72,8.75,8.27,Highly Job Ready
3.28,3.03,4.3,4.09,2.18,Not Ready
2.61,4.07,2.16,4.31,2.87,Not Ready
6.76,7.04,7.76,6.61,7.94,Job Ready
2.38,5.46,3.22,1.9,2.6,Not Ready
6.57,8.68,7.32,7.45,6.89,Job Ready
5.31,6.19,6.12,3.81,5.05,Needs Improvement
3.17,2.51,2.44,3.9,4.18,Not Ready
8.37,6.82,7.14,6.44,8.01,Job Ready
8.98,9.08,8.89,8.47,8.8,Highly Job Ready
9.41,8.61,8.68,8.78,9.52,Highly Job Ready
8.43,9.01,10.0,9.59,9.0,Highly Job Ready
8.25,9.37,8.45,9.23,7.94,Highly Job Ready
7.41,6.89,8.7,7.21,7.43,Job Ready
9.14,7.88,9.21,8.47,8.81,Highly Job Ready
7.32,7.43,7.14,6.94,7.0,Job Ready
2.54,4.98,1.59,5.1,3.74,Not Ready
7.78,9.79,9.46,9.03,8.91,Highly Job Ready
4.59,4.77,6.17,7.55,6.17,Needs Improvement
7.86,9.19,8.83,8.53,9.63,Highly Job Ready
5.21,5.62,4.37,4.92,5.23,Not Ready
5.47,6.26,6.1,6.77,5.28,Needs Improvement
2.3,3.95,3.44,3.78,2.82,Not Ready
3.72,4.18,3.86,2.92,4.84,Not Ready
4.65,4.89,5.53,6.03,7.17,Needs Improvement
9.24,9.22,9.8,8.56,9.67,Highly Job Ready
5.22,5.96,6.61,4.86,5.28,Needs Improvement
8.03,8.15,9.06,9.76,8.9,Highly Job Ready
8.95,7.75,9.07,9.15,8.72,Highly Job Ready
10.0,8.31,8.79,8.05,7.96,Highly Job Ready
7.74,8.8,7.74,8.97,8.07,Job Ready
7.42,7.79,7.92,7.53,8.15,Job Ready
9.5,8.71,8.35,9.4,10.0,Highly Job Ready
6.74,7.41,7.53,6.98,8.07,Job Ready
9.16,9.6,8.05,8.47,8.86,Highly Job Ready
3.46,3.28,4.3,4.5,3.3,Not Ready
8.97,7.84,9.35,8.8,8.45,Highly Job Ready
6.85,8.91,6.98,6.56,6.46,Job Ready
9.07,7.63,8.82,9.87,9.89,Highly Job Ready
7.78,9.49,7.83,6.32,7.54,Job Ready
8.92,8.45,8.43,9.21,7.24,Highly Job Ready
8.14,8.67,7.67,8.82,8.67,Highly Job Ready
7.74,8.93,10.0,7.96,8.82,Highly Job Ready
7.64,6.35,7.93,6.74,6.27,Job Ready
6.62,5.65,5.16,6.88,6.54,Needs Improvement
8.95,8.76,9.57,8.56,9.45,Highly Job Ready
6.21,8.35,6.49,7.36,6.57,Job Ready
8.78,9.71,9.38,8.46,8.47,Highly Job Ready
8.82,8.94,8.31,7.86,8.07,Highly Job Ready
1.94,1.1,4.88,2.67,3.28,Not Ready
6.86,4.99,6.05,6.05,6.26,Needs Improvement
7.18,7.23,7.01,6.88,8.61,Job Ready
7.31,7.79,8.07,6.65,7.32,Job Ready
5.18,7.33,6.8,5.08,6.34,Needs Improvement
7.84,6.8,7.88,9.12,5.91,Job Ready
8.79,7.36,6.45,7.03,5.94,Job Ready
4.28,6.37,6.43,6.28,4.97,Needs Improvement
4.73,7.0,6.81,6.31,7.67,Needs Improvement
5.75,6.32,6.33,6.44,5.19,Needs Improvement
7.05,7.04,8.28,8.64,6.07,Job Ready
6.06,6.54,6.69,7.12,6.65,Job Ready
7.41,8.28,5.47,9.02,6.94,Job Ready
8.27,7.27,6.89,8.34,8.62,Job Ready
9.47,6.8,8.67,9.52,9.4,Highly Job Ready
7.62,5.58,7.76,9.94,7.2,Job Ready
8.12,7.19,7.4,4.74,6.97,Job Ready
7.31,6.44,8.7,9.2,7.71,Job Ready
9.6,7.37,9.69,8.71,7.58,Highly Job Ready
9.1,9.11,7.22,10.0,9.14,Highly Job Ready
7.74,9.06,7.33,7.08,6.31,Job Ready
9.41,7.03,8.92,9.58,10.0,Highly Job Ready
7.49,8.31,8.01,9.99,8.79,Highly Job Ready
9.07,8.09,8.08,9.34,9.14,Highly Job Ready
8.32,9.2,7.58,9.3,8.78,Highly Job Ready
6.08,6.1,5.56,6.51,6.54,Needs Improvement
5.24,4.93,5.74,6.38,4.42,Needs Improvement
6.41,7.98,6.47,7.11,7.05,Job Ready
8.61,7.9,9.87,10.0,8.11,Highly Job Ready
7.23,5.17,6.28,6.81,6.17,Needs Improvement
4.61,6.47,7.39,6.27,5.76,Needs Improvement
6.09,6.29,5.93,5.42,5.48,Needs Improvement
8.72,8.76,8.14,7.59,6.45,Job Ready
8.52,7.44,7.09,5.78,5.92,Job Ready
10.0,8.47,8.47,8.56,8.86,Highly Job Ready
7.57,7.35,7.42,7.68,7.05,Job Ready
5.15,5.15,7.26,6.0,5.28,Needs Improvement
8.54,6.67,7.26,7.83,7.64,Job Ready
6.61,4.74,6.59,6.93,6.0,Needs Improvement
7.67,7.45,7.13,7.26,8.41,Job Ready
8.57,8.32,8.65,8.05,9.11,Highly Job Ready
4.29,5.08,4.18,6.4,8.46,Needs Improvement
7.98,8.76,9.33,7.75,8.33,Highly Job Ready
6.92,7.82,8.33,7.41,8.83,Job Ready
1.66,3.48,5.58,3.3,3.92,Not Ready
9.08,9.87,9.9,7.91,8.57,Highly Job Ready
3.41,5.02,2.49,3.81,6.79,Not Ready
6.55,8.67,8.19,7.18,7.33,Job Ready
5.29,4.41,6.54,6.52,6.6,Needs Improvement
6.13,7.09,7.39,6.87,7.54,Job Ready
6.25,6.43,5.66,5.88,5.06,Needs Improvement
5.75,6.38,5.29,4.9,8.67,Needs Improvement
8.89,8.38,10.0,7.88,8.42,Highly Job Ready
8.11,9.1,7.52,8.14,7.59,Highly Job Ready
7.48,7.17,7.77,7.47,7.48,Job Ready
8.15,5.21,5.55,5.25,6.0,Needs Improvement
7.84,8.4,7.9,7.9,9.2,Highly Job Ready
7.39,7.73,7.58,7.78,8.5,Job Ready
5.17,4.03,3.22,4.36,3.19,Not Ready
3.99,3.06,3.49,3.53,2.96,Not Ready
4.31,6.01,6.02,7.42,5.17,Needs Improvement
5.61,4.71,5.88,4.41,4.82,Needs Improvement
3.47,4.03,2.92,2.87,2.24,Not Ready
4.88,7.84,5.63,5.06,7.16,Needs Improvement
8.61,8.19,9.55,6.68,8.51,Highly Job Ready
5.91,8.5,6.64,8.17,6.77,Job Ready
7.15,4.86,6.89,8.22,5.87,Job Ready
8.66,9.04,8.75,7.79,10.0,Highly Job Ready
5.84,5.74,6.47,4.83,6.77,Needs Improvement
9.24,8.53,9.19,8.57,9.86,Highly Job Ready
6.92,5.99,8.15,5.96,5.52,Needs Improvement
8.46,10.0,9.07,9.15,9.94,Highly Job Ready
5.82,6.32,5.79,6.73,5.36,Needs Improvement
9.21,9.61,10.0,7.7,8.55,Highly Job Ready
7.72,5.84,4.92,6.97,6.4,Needs Improvement
5.86,5.91,6.7,5.93,6.97,Needs Improvement
5.05,4.22,3.47,4.32,3.45,Not Ready
5.99,6.14,4.51,4.33,4.96,Needs Improvement
8.49,8.84,9.59,8.58,8.35,Highly Job Ready
8.9,8.75,8.76,8.74,8.56,Highly Job Ready
5.3,3.23,4.56,3.34,3.93,Not Ready
5.23,7.42,6.01,6.56,5.92,Needs Improvement
8.04,5.65,7.25,6.94,7.19,Job Ready
6.0,7.63,6.45,8.07,7.55,Job Ready
5.01,5.74,5.07,5.96,5.58,Needs Improvement
4.28,4.5,7.5,5.2,6.1,Needs Improvement
3.73,2.96,3.32,4.53,3.8,Not Ready
4.7,4.11,2.98,2.29,4.76,Not Ready
6.23,7.71,6.24,6.04,7.5,Job Ready
4.19,5.42,3.9,4.54,1.44,Not Ready
8.41,6.47,6.68,6.08,9.03,Job Ready
4.01,4.91,4.11,3.15,4.6,Not Ready
7.85,8.38,8.97,9.62,9.16,Highly Job Ready
9.1,8.93,7.4,8.93,9.04,Highly Job Ready
4.98,2.9,2.49,1.32,3.49,Not Ready
3.04,4.21,2.2,5.45,3.63,Not Ready
4.02,4.52,3.95,4.74,3.91,Not Ready
8.98,10.0,9.1,9.25,8.53,Highly Job Ready
2.62,4.84,2.42,3.47,3.13,Not Ready
4.59,5.77,6.09,5.1,5.83,Needs Improvement
8.75,8.54,9.57,8.46,7.8,Highly Job Ready
8.91,7.7,7.79,8.05,7.96,Job Ready
6.02,7.57,6.38,8.17,6.5,Job Ready
7.84,6.43,7.45,5.28,6.81,Job Ready
6.32,6.84,6.5,6.66,4.71,Needs Improvement
9.35,7.78,6.79,8.94,7.0,Job Ready
7.31,7.6,6.86,8.48,7.21,Job Ready
5.28,7.14,5.72,5.99,6.92,Needs Improvement
8.85,8.28,8.14,8.64,9.28,Highly Job Ready
4.7,3.58,5.15,4.66,5.89,Not Ready
7.72,8.51,9.48,9.82,8.3,Highly Job Ready
2.33,2.5,2.74,4.37,3.96,Not Ready
7.34,7.02,7.16,7.42,8.76,Job Ready
7.89,6.0,6.74,6.59,7.32,Job Ready
2.35,2.29,3.62,2.43,2.99,Not Ready
3.13,2.02,4.32,3.28,2.56,Not Ready
4.48,2.48,3.7,4.88,4.8,Not Ready
5.1,5.74,5.97,7.28,5.51,Needs Improvement
4.08,3.63,4.3,3.87,3.93,Not Ready
3.9,5.08,6.73,5.2,5.01,Needs Improvement
8.34,6.73,6.73,7.62,8.6,Job Ready
5.97,7.02,4.78,4.92,4.7,Needs Improvement
4.54,3.18,4.09,3.64,4.8,Not Ready
9.79,9.1,8.55,8.06,10.0,Highly Job Ready
8.17,5.39,5.26,4.11,7.13,Needs Improvement
9.08,8.81,7.81,7.95,8.29,Highly Job Ready
3.61,6.21,2.12,3.35,5.76,Not Ready
9.3,8.43,8.03,8.68,9.71,Highly Job Ready
6.46,6.76,7.38,7.11,7.9,Job Ready
7.42,5.79,7.88,7.57,7.25,Job Ready
7.61,8.8,10.0,8.35,9.36,Highly Job Ready
6.07,7.72,7.02,7.16,8.19,Job Ready
0.28,2.33,5.97,3.17,1.52,Not Ready
7.97,9.59,8.17,8.8,9.42,Highly Job Ready
5.02,3.32,5.34,5.42,5.32,Needs Improvement
8.23,8.17,8.53,8.16,9.25,Highly Job Ready
6.46,4.18,2.96,4.85,3.67,Not Ready
5.21,5.94,6.33,6.87,5.12,Needs Improvement
4.19,4.57,3.37,4.67,4.24,Not Ready
5.06,3.65,2.37,3.43,4.05,Not Ready
8.32,7.94,9.32,8.66,10.0,Highly Job Ready
4.4,7.15,5.43,7.1,5.85,Needs Improvement
5.09,3.69,2.52,5.17,4.52,Not Ready
6.29,4.48,5.21,6.82,6.14,Needs Improvement
9.41,7.39,8.44,8.76,8.95,Highly Job Ready
8.3,8.01,8.27,8.05,8.53,Highly Job Ready
9.87,8.84,8.93,7.49,8.41,Highly Job Ready
5.61,6.01,6.58,5.95,7.34,Job Ready
5.69,7.55,7.63,4.22,8.17,Needs Improvement
7.67,8.1,5.46,7.23,7.65,Job Ready
6.61,8.06,6.98,7.08,7.82,Job Ready
8.56,7.71,8.47,7.52,7.37,Job Ready
5.77,9.52,6.81,8.57,7.32,Job Ready
8.63,7.95,8.55,10.0,9.31,Highly Job Ready
7.76,8.81,8.29,7.53,9.93,Highly Job Ready
7.88,7.84,6.61,8.02,7.16,Job Ready
3.38,1.29,3.84,3.79,5.0,Not Ready
3.05,4.31,3.28,2.39,2.33,Not Ready
6.18,4.73,6.1,4.56,6.08,Needs Improvement
6.26,6.19,5.5,6.55,5.76,Needs Improvement
7.04,8.72,6.69,8.48,6.41,Job Ready
6.25,7.21,6.67,7.62,6.16,Job Ready
9.03,8.59,8.43,9.17,9.12,Highly Job Ready
8.75,8.87,8.11,7.9,7.13,Job Ready
3.98,5.04,2.83,4.18,3.77,Not Ready
7.34,6.84,7.25,7.41,6.78,Job Ready
5.19,7.41,4.8,6.21,5.5,Needs Improvement
4.34,6.08,6.44,4.82,5.81,Needs Improvement
7.84,7.05,5.04,4.7,8.38,Job Ready
5.34,7.14,6.11,6.97,5.08,Needs Improvement
3.02,2.98,2.79,6.42,4.14,Not Ready
4.71,3.4,3.27,4.79,3.58,Not Ready
2.35,3.83,4.98,1.25,4.2,Not Ready
6.99,6.45,7.67,4.33,5.55,Needs Improvement
5.64,3.76,2.46,3.02,2.88,Not Ready
6.82,7.24,7.28,6.65,6.65,Job Ready
4.26,5.6,2.5,3.36,2.93,Not Ready
5.03,3.91,6.31,7.81,7.12,Needs Improvement
3.37,5.29,3.39,4.65,2.73,Not Ready
5.37,7.23,4.78,6.63,5.34,Needs Improvement
8.77,8.37,9.36,9.58,7.88,Highly Job Ready
8.17,8.54,8.54,8.42,7.89,Highly Job Ready
8.32,7.8,7.25,8.24,9.46,Job Ready
8.57,9.36,7.93,8.26,9.1,Highly Job Ready
5.27,6.14,7.07,6.8,6.23,Needs Improvement
5.74,7.62,6.14,8.37,7.33,Job Ready
7.87,9.87,8.79,9.01,8.54,Highly Job Ready
9.25,8.64,10.0,9.5,8.11,Highly Job Ready
5.2,5.45,5.4,5.29,5.81,Needs Improvement
9.9,8.28,9.93,10.0,9.13,Highly Job Ready
4.28,7.13,5.48,5.9,4.58,Needs Improvement
4.32,4.55,5.81,7.68,6.35,Needs Improvement
3.39,4.19,0.43,4.24,0.0,Not Ready
8.83,10.0,9.73,9.57,9.3,Highly Job Ready
5.38,6.69,6.35,6.3,4.76,Needs Improvement
5.76,6.75,6.83,5.58,6.36,Needs Improvement
8.58,7.07,7.49,6.86,5.78,Job Ready
8.59,8.77,10.0,8.67,9.16,Highly Job Ready
4.2,5.7,5.39,3.82,6.17,Needs Improvement
7.96,8.39,6.85,8.09,8.46,Job Ready
2.53,3.53,3.67,5.63,3.39,Not Ready
8.79,9.53,8.26,7.71,8.57,Highly Job Ready
7.14,3.39,6.56,5.36,5.41,Needs Improvement
5.38,5.34,7.27,5.16,5.35,Needs Improvement
4.95,3.91,4.72,3.29,3.74,Not Ready
3.56,2.71,3.41,4.77,1.81,Not Ready
5.84,8.0,6.38,8.57,8.85,Job Ready
4.87,6.76,2.94,3.22,3.45,Not Ready
7.09,8.75,9.6,6.28,6.23,Job Ready
5.21,0.5,3.43,3.61,1.79,Not Ready
6.48,4.99,4.56,5.73,5.83,Needs Improvement
5.1,9.05,6.54,9.04,6.07,Job Ready
2.43,3.13,2.63,4.8,4.64,Not Ready
4.88,5.19,6.4,5.64,5.99,Needs Improvement
7.81,6.77,7.9,6.53,6.81,Job Ready
8.67,8.73,8.79,9.67,8.79,Highly Job Ready
3.95,3.13,3.19,4.5,2.26,Not Ready
3.58,5.71,8.4,6.62,5.03,Needs Improvement
8.97,9.38,5.0,7.22,6.69,Job Ready
9.15,8.83,8.88,9.92,9.58,Highly Job Ready
5.92,3.6,5.72,2.53,4.48,Not Ready
9.35,9.29,8.08,9.44,8.74,Highly Job Ready
5.09,6.6,5.46,5.37,7.66,Needs Improvement
6.97,7.21,7.21,7.33,7.7,Job Ready
8.67,6.82,6.92,6.26,6.38,Job Ready
3.1,3.19,2.57,3.05,4.29,Not Ready
7.99,6.53,6.9,8.09,5.81,Job Ready
3.22,5.26,4.42,3.36,3.53,Not Ready
7.15,8.03,6.17,7.11,6.91,Job Ready
2.76,2.01,4.1,3.76,3.23,Not Ready
4.42,4.68,4.32,1.86,4.42,Not Ready
9.19,9.91,9.17,8.44,9.52,Highly Job Ready
8.09,5.62,8.45,7.63,8.16,Job Ready
9.48,9.65,8.68,9.33,8.08,Highly Job Ready
6.4,6.55,7.84,8.05,6.46,Job Ready
7.63,6.08,7.96,7.81,6.83,Job Ready
7.9,7.51,7.44,6.45,5.82,Job Ready
5.38,6.84,5.11,5.24,5.81,Needs Improvement
7.53,7.11,7.09,7.34,7.36,Job Ready
5.6,8.59,4.94,8.1,7.29,Job Ready
